scientific_name
Thalassarche impavida
Thalassarche bulleri
Thalassarche cauta
Thalassarche steadi
Thalassarche eremita
Thalassarche salvini
Macronectes halli
Macronectes giganteus
Procellaria cinerea
Procellaria aequinoctialis
Procellaria conspicillata
Procellaria westlandica
Procellaria parkinsoni
Ciconiidae Mycteria ibis
Ciconia nigra
Ciconia microscelis
Ciconia ciconia
Platalea alba
Platalea leucorodia
Threskiornis aethiopicus
Geronticus eremita
Plegadis falcinellus
Botaurus stellaris stellaris
Ixobrychus minutus minutus
Ixobrychus sturmii
Ardeola idae
Ardeola rufiventris
Ardea purpurea purpurea
Ardea alba alba
Egretta vinaceigula
Pelecanus crispus
Pelecanus onocrotalus
Microcarbo pygmeus
Phalacrocorax nigrogularis
Burhinus oedicnemus
Haematopodidae spp.
Ibidorhynchidae spp.
Recurvirostridae spp.
Charadriidae spp.
Scolopacidae spp.
Pluvianellidae spp.
Dromas ardeola
Glareola pratincola
Glareola nordmanni
Glareola nuchalis
Anous minutus worcesteri
Rynchops flavirostris
Larus genei
Larus ichthyaetus
Larus melanocephalus
Larus hemprichii
Larus leucophthalmus
Larus audouinii
Larus armenicus
Sternula albifrons
Sternula saundersi
Sternula balaenarum
Gelochelidon nilotica nilotica
Hydroprogne caspia
Chlidonias leucopterus
Chlidonias niger niger
Sterna dougallii
Sterna hirundo hirundo
Sterna repressa
Sterna paradisaea
Thalasseus bengalensis
Thalasseus sandvicensis sandvicensis
Thalasseus maximus albididorsalis
Thalasseus bergii
Cathartidae spp.
Pandion haliaetus
Accipitridae spp.
Merops apiaster
Coracias garrulus
Falconidae spp.
Amazona tucumana
Polystictus pectoralis pectoralis
Pseudocolopteryx dinelliana
Alectrurus tricolor
Alectrurus risora
Maluridae spp.89
Dasyornithidae spp.
Meliphagidae spp.
Acanthizidae spp.
Orthonychidae spp.
Pomatostomidae spp.
Mohouidae spp.
Eulacestomidae spp.
Oriolidae spp.
Oreoicidae spp.
Cinclosomatidae spp.
Falcunculidae spp.
Pachycephalidae spp.
Psophodidae spp.
Vireonidae spp.
Rhagologidae spp.
Artamidae spp.
Machaerirhynchidae spp.
Vangidae spp.
Platysteiridae spp.
Rhipiduridae spp.
Ifritidae spp.
Monarchidae spp.
Lanius minor
Lanius excubitor excubitor
Melampittidae spp.
Picathartidae spp.
Eupetidae spp.
Chaetopidae spp.
Petroicidae spp.
Hyliotidae spp.
Stenostiridae spp.
Panuridae spp.
Macrosphenidae spp.
Cisticolidae spp.
Acrocephalidae spp.
Pnoepygidae spp.
Locustellidae spp.
Hirundo atrocaerulea
Bernieridae spp.
Phylloscopidae spp.
Scotocercidae spp.
Aegithalidae spp.
Sylviidae spp.
Zosteropidae spp.
Timaliidae spp.
Pellorneidae spp.
Leiotrichidae spp.
Polioptilidae spp.
Turdidae spp.
Muscicapidae spp.
Regulidae spp.
Hylocitreidae spp.
Motacillidae spp.
Emberiza sulphurata
Xanthopsar flavus
Dolichonyx oryzivorus
Cardellina canadensis
Sporophila ruficollis
Sporophila hypochroma
Sporophila cinnamomea
Sporophila palustris
Reptilia
Cheloniidae spp.
Dermochelyidae spp.
Podocnemis expansa
Crocodylus porosus
Rhincodon typus
Carcharodon carcharias
Isurus oxyrinchus
Isurus paucus
Lamna nasus
Cetorhinus maximus
Alopias pelagicus
Alopias superciliosus
Alopias vulpinus
Carcharhinus falciformis
Carcharhinus obscurus
Prionace glauca
Sphyrna lewini
Sphyrna mokarran
Squalus acanthias
Squatina squatina
Rhinobatos rhinobatos
Rhynchobatus australiae
Anoxypristis cuspidata
Pristis clavata
Pristis pectinata
Pristis zijsron
Pristis pristis
Manta alfredi
Manta birostris
Mobula mobular
Mobula japanica
Mobula thurstoni
Mobula tarapacana
Mobula eregoodootenkee
Mobula kuhlii
Mobula hypostoma
Mobula rochebrunei
Mobula munkiana
Huso huso
Huso dauricus
Acipenser baerii baicalensis
Acipenser fulvescens
Acipenser gueldenstaedtii
Acipenser medirostris
Acipenser mikadoi
Acipenser naccarii
Acipenser nudiventris
Acipenser persicus
Acipenser ruthenus
Acipenser schrenckii
Acipenser sinensis
Acipenser stellatus
Acipenser sturio
Pseudoscaphirhynchus kaufmanni
Pseudoscaphirhynchus hermanni
Pseudoscaphirhynchus fedtschenkoi
Psephurus gladius
Anguilla anguilla
Danaus plexippus
